id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,internacional
3372,Owen Wilson,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3373,Ben Stiller,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3374,Chris Pratt,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3375,Tom Holland,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3376,Andrew Garfield,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3377,Joaquin Phoenix,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3378,Jake Gyllenhaal,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3379,Edward Norton,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3380,Bradley Cooper,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3381,Jared Leto,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3382,Matthew McConaughey,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3383,Woody Harrelson,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3384,Jeff Bridges,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3385,Jean-Claude Van Damme,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3386,Chuck Norris,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3387,Jason Statham,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3388,Jamie Lee Curtis,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3389,Cate Blanchett,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3390,Jennifer Lawrence,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3391,Margot Robbie,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3392,Reese Witherspoon,Cine y TV,Actriz,Alta,Media,Actual,Internacional,true
3393,Courteney Cox,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3394,Lisa Kudrow,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3395,Sarah Jessica Parker,Cine y TV,Actriz,Alta,Media,Actual,Internacional,true
3396,Salma Hayek,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3397,Belén Cuesta,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3398,Carmen Machi,Cine y TV,Actriz,Alta,Media,Actual,Internacional,true
3399,Candela Peña,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3400,Najwa Nimri,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3401,Bárbara Lennie,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3402,Javier Gutiérrez,Cine y TV,Actor,Media,Difícil,Actual,Internacional,false
3403,Karra Elejalde,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3404,Eduard Fernández,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3405,Luis Zahera,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3406,José Sacristán,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3407,Fernando Fernán Gómez,Cine y TV,Actor,Media,Difícil,Actual,Internacional,false
3408,Paco Rabal,Cine y TV,Actor,Media,Difícil,Actual,Internacional,false
3409,Lola Dueñas,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3410,Victoria Abril,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3411,Rosa María Sardà,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3412,Chus Lampreave,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3413,Agustín González,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3414,José Luis López Vázquez,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3415,Alfredo Landa,Cine y TV,Actor,Muy alta,Fácil,Siglo XX,Internacional,true
3416,Fernando Esteso,Cine y TV,Actor,Alta,Media,Actual,Internacional,false
3417,Andrés Pajares,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3419,Daniel Day-Lewis,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3420,Michael Caine,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3421,John Travolta,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3422,Kevin Costner,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3423,Richard Gere,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3424,Rami Malek,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3425,Oscar Isaac,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3427,Mads Mikkelsen,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3428,Christoph Waltz,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3429,Daniel Craig,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3430,Pierce Brosnan,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3431,Sean Connery,Cine y TV,Actor,Muy alta,Fácil,Actual,Internacional,true
3432,Roger Moore,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3433,Timothée Chalamet,Cine y TV,Actor,Alta,Media,Actual,Internacional,true
3434,Zendaya,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3435,Florence Pugh,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3436,Anya Taylor-Joy,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3437,Millie Bobby Brown,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3438,Jenna Ortega,Cine y TV,Actriz,Muy alta,Fácil,Actual,Internacional,true
3439,Sydney Sweeney,Cine y TV,Actriz,Media,Difícil,Actual,Internacional,true
3440,Paul Mescal,Cine y TV,Actor,Media,Difícil,Actual,Internacional,true
3441,Peter Jackson,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3442,Robert Zemeckis,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3443,James Wan,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3444,David Fincher,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3445,Denis Villeneuve,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3446,Wes Craven,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3447,Jordan Peele,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3448,Alejandro González Iñárritu,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3449,Alfonso Cuarón,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3450,Álex de la Iglesia,Cine y TV,Director,Alta,Media,Actual,Nacional,false
3451,Juan Antonio Bayona,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3453,Isabel Coixet,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3454,Fernando León de Aranoa,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3455,Fernando Trueba,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3456,Alejandro Amenábar,Cine y TV,Director,Alta,Media,Actual,Internacional,true
3457,Rodrigo Sorogoyen,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3458,Daniel Monzón,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3459,Jaime de Armiñán,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3460,Luis García Berlanga,Cine y TV,Director,Alta,Media,Actual,Nacional,false
3461,José Luis Garci,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3462,Carlos Saura,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3463,Víctor Erice,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3464,Pilar Miró,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3465,Icíar Bollaín,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3466,Gracia Querejeta,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3467,Emilio Martínez Lázaro,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3468,Javier Fesser,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3469,José Luis Cuerda,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3470,Agustí Villaronga,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3471,Bigas Luna,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3472,Jaime Chávarri,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3473,Montxo Armendáriz,Cine y TV,Director,Media,Difícil,Actual,Nacional,false
3474,Ken Loach,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3475,Alfred Hitchcock,Cine y TV,Director,Muy alta,Fácil,Siglo XX,Internacional,true
3476,Stanley Kubrick,Cine y TV,Director,Alta,Media,Siglo XX,Internacional,true
3477,Orson Welles,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3478,Billy Wilder,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3479,Akira Kurosawa,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3480,Satoshi Kon,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3481,Wong Kar-wai,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3482,Ang Lee,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3483,Bong Joon-ho,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3484,Park Chan-wook,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3485,Hirokazu Kore-eda,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3486,Federico Fellini,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3487,Ingmar Bergman,Cine y TV,Director,Media,Difícil,Siglo XX,Internacional,true
3488,François Truffaut,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3489,Jean-Luc Godard,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3490,Jean Renoir,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3491,Sofia Coppola,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3492,Greta Gerwig,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3493,Kathryn Bigelow,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3494,Chloé Zhao,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3495,Jane Campion,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3496,Lana Wachowski,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3497,Lilly Wachowski,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3498,Sergio Leone,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3499,Clint Eastwood,Cine y TV,Director,Alta,Media,Actual,Internacional,true
3500,Mel Brooks,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3501,Woody Allen,Cine y TV,Director,Alta,Media,Actual,Internacional,true
3502,Spike Lee,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3503,David Lynch,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3504,Terry Gilliam,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3505,Takeshi Kitano,Cine y TV,Director,Media,Difícil,Actual,Internacional,true
3506,Laura Esquivel,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,true
3507,Javier Marías,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3508,Almudena Grandes,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3509,Rosa Montero,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3510,Javier Cercas,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3511,Fernando Aramburu,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3512,Dolores Redondo,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3513,María Dueñas,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3514,Eva García Sáenz de Urturi,Literatura,Escritor,Baja,Muy difícil,Actual,Nacional,false
3515,Juan Gómez-Jurado,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3516,Santiago Posteguillo,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3517,Elvira Lindo,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3518,Góngora,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3520,Leopoldo Alas Clarín,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3521,Miguel Delibes,Literatura,Escritor,Alta,Media,Actual,Nacional,false
3522,Pío Baroja,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3523,Valle-Inclán,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3524,Juan Ramón Jiménez,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3525,Vicente Blasco Ibáñez,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3526,Carmen Laforet,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3527,Ana María Matute,Literatura,Escritor,Media,Difícil,Actual,Nacional,false
3528,Mercè Rodoreda,Literatura,Escritor,Baja,Muy difícil,Actual,Nacional,false
3529,Josep Pla,Literatura,Escritor,Baja,Muy difícil,Actual,Nacional,false
3530,Salvador Espriu,Literatura,Escritor,Baja,Muy difícil,Actual,Nacional,false
3531,Stephenie Meyer,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3532,Suzanne Collins,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3533,John Grisham,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3534,Khaled Hosseini,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3535,Danielle Steel,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3536,Nicholas Sparks,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3537,John le Carré,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3538,Isaac Asimov,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3539,Philip K. Dick,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3540,Arthur C. Clarke,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3541,Frank Herbert,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3542,Ursula K. Le Guin,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,true
3543,Terry Pratchett,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3544,Neil Gaiman,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3545,George R. R. Martin,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3546,Brandon Sanderson,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3547,Jules Verne,Literatura,Escritor,Alta,Media,Actual,Internacional,true
3548,H. G. Wells,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3549,Charlotte Brontë,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3550,Emily Brontë,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3551,John Steinbeck,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3552,J. D. Salinger,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3553,Harper Lee,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3554,Tennessee Williams,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3555,Truman Capote,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3556,Milan Kundera,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3557,Hermann Hesse,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3558,Jean-Paul Sartre,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3559,Gustave Flaubert,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3560,Émile Zola,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3561,Stendhal,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,true
3562,Marcel Proust,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3564,Ovidio,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3565,Sófocles,Literatura,Escritor,Media,Difícil,Actual,Internacional,true
3566,Eurípides,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,true
3567,Esquilo,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,true
3568,Asics,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3569,Under Armour,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3570,Fila,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3571,Timberland,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3572,The North Face,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3573,Columbia,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3575,Oakley,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3576,Armani,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3577,Dolce & Gabbana,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3578,Calvin Klein,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3579,Tommy Hilfiger,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3580,Diesel,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3581,Massimo Dutti,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3582,Bershka,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3583,Pull&Bear,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3584,Stradivarius,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
3585,Oysho,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3586,Uniqlo,Marcas,Moda,Media,Difícil,Actual,Internacional,true
3587,Sprinter,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3589,Foot Locker,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3590,eBay,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3591,Etsy,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3592,AliExpress,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3593,Temu,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3594,Booking.com,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3595,Expedia,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3596,Tripadvisor,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3597,Glovo,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3598,Just Eat,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3599,Deliveroo,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3600,Bizum,Marcas,Tecnología,Muy alta,Fácil,Actual,Nacional,false
3601,PayPal,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3602,Visa,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3603,Mastercard,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3604,American Express,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3605,SEUR,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3606,MRW,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3608,FedEx,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3609,UPS,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3610,Iberia,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3611,Vueling,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3612,Ryanair,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3613,EasyJet,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3614,Emirates,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3615,Qatar Airways,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3616,Lufthansa,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3617,Air France,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3618,British Airways,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3619,San Miguel,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3620,Damm,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3621,Estrella Damm,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3622,Voll-Damm,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3623,Amstel,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3624,Guinness,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3625,Corona,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3626,Desperados,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3627,Absolut,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3628,J&B,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3629,Martini,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3630,Campari,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3631,Baileys,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3632,Häagen-Dazs,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3633,Ben & Jerry's,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3634,Lindt,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3635,Ferrero,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3636,M&M's,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3637,Twix,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3638,Mars,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3639,Snickers,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3640,Bounty,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3641,Mentos,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3642,Trident,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3643,Orbit,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3644,Actimel,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
3645,Activia,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3646,Central Lechera Asturiana,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,false
3647,Puleva,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,false
3648,Gallina Blanca,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,false
3649,La Casera,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,false
3650,Cepsa,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3651,Repsol,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3652,Endesa,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3653,Iberdrola,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3654,Movistar,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
3655,Vodafone,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3656,Orange,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3657,Yoigo,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3658,Lowi,Marcas,Empresa,Media,Difícil,Actual,Nacional,false
3659,Amazon Echo,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3660,Alexa,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3661,Google Maps,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3663,Gmail,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3664,Android,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3665,Windows,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3666,macOS,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
3667,iPhone,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3668,iPad,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3669,MacBook,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3670,AirPods,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
3671,PlayStation 5,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
3672,Valladolid,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3673,Cáceres,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3674,Santander,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3675,Burgos,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3676,Segovia,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3677,Cuenca,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3678,Ronda,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3679,Torremolinos,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3680,Sitges,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3681,Lloret de Mar,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3682,Salou,Lugares,Lugar,Muy alta,Fácil,Actual,Nacional,false
3683,Rías Baixas,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3684,Costa Blanca,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3685,Doñana,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3686,Tablas de Daimiel,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3687,Cabo de Gata,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3688,Ordesa,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3690,Monasterio de El Escorial,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3691,Ávila,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3693,Cartagena,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3694,Tarragona,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3695,Ampurias,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3696,Atapuerca,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3697,Altamira,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3698,Delta del Ebro,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3699,Mar Menor,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3700,Río Ebro,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3701,Río Tajo,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3702,Río Duero,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3703,Río Guadalquivir,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3704,Río Guadiana,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3705,Estrecho de Gibraltar,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3706,Golfo de Vizcaya,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false
3707,Mar Cantábrico,Lugares,Lugar,Media,Difícil,Actual,Nacional,false
3708,Mar del Norte,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3709,Canal de la Mancha,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3710,Mar Rojo,Lugares,Lugar,Media,Difícil,Actual,Internacional,true
3711,Golfo Pérsico,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3712,Mar de Japón,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3713,Mar de China,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3714,San Diego,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3715,Seattle,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3716,Filadelfia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3717,Houston,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3718,Atlanta,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3719,Denver,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3720,Phoenix,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3721,Portland,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
3722,Honolulu,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,true
