id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,infantil,internacional
3530,Salvador Espriu,Literatura,Escritor,Baja,Muy difícil,Actual,Nacional,false,false
3531,Stephenie Meyer,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3532,Suzanne Collins,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3533,John Grisham,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3534,Khaled Hosseini,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3535,Danielle Steel,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3536,Nicholas Sparks,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3537,John le Carré,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3538,Isaac Asimov,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3539,Philip K. Dick,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3540,Arthur C. Clarke,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3541,Frank Herbert,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3542,Ursula K. Le Guin,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,false,true
3543,Terry Pratchett,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3544,Neil Gaiman,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3545,George R. R. Martin,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3546,Brandon Sanderson,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3547,Jules Verne,Literatura,Escritor,Alta,Media,Actual,Internacional,false,true
3548,H. G. Wells,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3549,Charlotte Brontë,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3550,Emily Brontë,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3551,John Steinbeck,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3552,J. D. Salinger,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3553,Harper Lee,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3554,Tennessee Williams,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3555,Truman Capote,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3556,Milan Kundera,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3557,Hermann Hesse,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3558,Jean-Paul Sartre,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3559,Gustave Flaubert,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3560,Émile Zola,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3561,Stendhal,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,false,true
3562,Marcel Proust,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3564,Ovidio,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3565,Sófocles,Literatura,Escritor,Media,Difícil,Actual,Internacional,false,true
3566,Eurípides,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,false,true
3567,Esquilo,Literatura,Escritor,Baja,Muy difícil,Actual,Internacional,false,true
3568,Asics,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3569,Under Armour,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3570,Fila,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3571,Timberland,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3572,The North Face,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3573,Columbia,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3575,Oakley,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3576,Armani,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3577,Dolce & Gabbana,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3578,Calvin Klein,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3579,Tommy Hilfiger,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3580,Diesel,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3581,Massimo Dutti,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3582,Bershka,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3583,Pull&Bear,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3584,Stradivarius,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3585,Oysho,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3586,Uniqlo,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3587,Sprinter,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3589,Foot Locker,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3590,eBay,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3591,Etsy,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3592,AliExpress,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3593,Temu,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3594,Booking.com,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3595,Expedia,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3596,Tripadvisor,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3597,Glovo,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3598,Just Eat,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3599,Deliveroo,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3600,Bizum,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3601,PayPal,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3602,Visa,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3603,Mastercard,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3604,American Express,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3605,SEUR,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3606,MRW,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3608,FedEx,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3609,UPS,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3610,Iberia,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3611,Vueling,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3612,Ryanair,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3613,EasyJet,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3614,Emirates,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3615,Qatar Airways,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3616,Lufthansa,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3617,Air France,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3618,British Airways,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3619,San Miguel,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3620,Damm,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3621,Estrella Damm,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3622,Voll-Damm,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3623,Amstel,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3624,Guinness,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3625,Corona,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3626,Desperados,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3627,Absolut,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3628,J&B,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3629,Martini,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3630,Campari,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3631,Baileys,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3632,Häagen-Dazs,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3633,Ben & Jerry's,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3634,Lindt,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3635,Ferrero,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3636,M&M's,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3637,Twix,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3638,Mars,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3639,Snickers,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3640,Bounty,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3641,Mentos,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3642,Trident,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3643,Orbit,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3644,Actimel,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3645,Activia,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3646,Central Lechera Asturiana,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3647,Puleva,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3648,Gallina Blanca,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3649,La Casera,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3650,Cepsa,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3651,Repsol,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3652,Endesa,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3653,Iberdrola,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3654,Movistar,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
3655,Vodafone,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3656,Orange,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3657,Yoigo,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3658,Lowi,Marcas,Marca,Media,Difícil,Actual,Nacional,false,false
3659,Amazon Echo,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3660,Alexa,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3661,Google Maps,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3663,Gmail,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3664,Android,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3665,Windows,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3666,macOS,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
3667,iPhone,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3668,iPad,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3669,MacBook,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3670,AirPods,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3671,PlayStation 5,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
3672,Valladolid,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3673,Cáceres,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3674,Santander,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3675,Burgos,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3676,Segovia,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3677,Cuenca,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3678,Ronda,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3679,Torremolinos,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3680,Sitges,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3681,Lloret de Mar,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3682,Salou,Lugares,Lugar,Muy alta,Fácil,Actual,Nacional,false,false
3683,Rías Baixas,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3684,Costa Blanca,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3685,Doñana,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3686,Tablas de Daimiel,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3687,Cabo de Gata,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3688,Ordesa,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3690,Monasterio de El Escorial,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3691,Ávila,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3693,Cartagena,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3694,Tarragona,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3695,Ampurias,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3696,Atapuerca,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3697,Altamira,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3698,Delta del Ebro,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3699,Mar Menor,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3700,Río Ebro,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3701,Río Tajo,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3702,Río Duero,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3703,Río Guadalquivir,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3704,Río Guadiana,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3705,Estrecho de Gibraltar,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3706,Golfo de Vizcaya,Lugares,Lugar,Baja,Muy difícil,Actual,Nacional,false,false
3707,Mar Cantábrico,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
3708,Mar del Norte,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3709,Canal de la Mancha,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3710,Mar Rojo,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3711,Golfo Pérsico,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3712,Mar de Japón,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3713,Mar de China,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3714,San Diego,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3715,Seattle,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3716,Filadelfia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3717,Houston,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3718,Atlanta,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3719,Denver,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3720,Phoenix,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3721,Portland,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3722,Honolulu,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3723,Quebec,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3724,Ottawa,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3726,Santo Domingo,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3727,Cartagena de Indias,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3728,Cusco,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3730,Ushuaia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3731,Atacama,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3732,Isla de Pascua,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3733,Serengeti,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3734,Zanzíbar,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3736,Canal de Suez,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3737,Tel Aviv,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3739,Doha,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3740,Riad,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3741,La Meca,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3742,Medina,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3743,Teherán,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3744,Bagdad,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3745,Damasco,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3746,Beirut,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3747,Tíbet,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3748,Hanoi,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3749,Manila,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3750,Yakarta,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3751,Kuala Lumpur,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3752,Shenzhen,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3754,Busan,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3755,Nara,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3757,Fukushima,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3758,Wellington,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3759,Brisbane,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3760,Perth,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3761,Tasmania,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3762,Christchurch,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3763,Queenstown,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3766,Escocia,Lugares,Lugar,Muy alta,Fácil,Actual,Internacional,false,true
3767,Gales,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3770,Bosnia,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3771,Varsovia,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
3772,Cracovia,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3773,Bucarest,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3774,Zagreb,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3775,Liubliana,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3776,Belgrado,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3777,Sofía,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3778,Tallin,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3779,Riga,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3780,Vilna,Lugares,Lugar,Baja,Muy difícil,Actual,Internacional,false,true
3783,Sancho III,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3785,Jaime I el Conquistador,Historia,Personaje histórico,Media,Difícil,Histórica,Nacional,false,false
3787,Pedro el Cruel,Historia,Personaje histórico,Media,Difícil,Histórica,Nacional,false,false
3790,Juan II de Castilla,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3791,Juana la Beltraneja,Historia,Personaje histórico,Media,Difícil,Histórica,Nacional,false,false
3792,Boabdil,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3793,Viriato,Historia,Personaje histórico,Media,Difícil,Histórica,Nacional,false,false
3794,Séneca,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3795,Adriano,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3796,Cómodo,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3797,Rómulo,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3798,Remo,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3799,Cicerón,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3800,Agripina,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3801,Messalina,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3803,Tutmosis III,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3804,Ciro el Grande,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3805,Darío I,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3806,Jerjes I,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3807,Filipo II de Macedonia,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3808,Pericles,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3809,Leónidas,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3810,Temístocles,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3811,Nabucodonosor II,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3812,Sargón de Acad,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3814,Justiniano,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3815,Teodora,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3816,Basilio II,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3817,Mahoma,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3818,Abderramán III,Historia,Personaje histórico,Media,Difícil,Histórica,Nacional,false,false
3819,Averroes,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3820,Maimónides,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3821,Gutenberg,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3822,Erasmo de Rotterdam,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3823,Tomás Moro,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3824,Martín Lutero,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3825,Calvino,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3826,Tycho Brahe,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3828,Isaac Newton,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,false,true
3830,Spinoza,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3831,Voltaire,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3832,Rousseau,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3833,Montesquieu,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3834,Robespierre,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3835,Danton,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3836,Marat,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3837,Bismarck,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3838,Garibaldi,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3839,Mazzini,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3840,Ulysses S. Grant,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3841,Theodore Roosevelt,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3842,Franklin D. Roosevelt,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3843,Woodrow Wilson,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3844,Harry Truman,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3845,Dwight Eisenhower,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3846,Lyndon B. Johnson,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3847,Richard Nixon,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3848,Gerald Ford,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3849,Jimmy Carter,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3850,Bill Clinton,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3851,George W. Bush,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3852,Joe Biden,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3853,Pedro Sánchez,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3854,Mariano Rajoy,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3855,José María Aznar,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3856,Leopoldo Calvo-Sotelo,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3857,Manuel Azaña,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3858,Clara Campoamor,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3859,Dolores Ibárruri,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3860,Federica Montseny,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3861,Santiago Carrillo,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3862,Juan Negrín,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3863,Buenaventura Durruti,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3865,Miguel Primo de Rivera,Historia,Personaje histórico,Alta,Media,Histórica,Nacional,false,false
3866,Victoria Kent,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3867,Blas Infante,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3868,Sabino Arana,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Nacional,false,false
3869,Andrés de Urdaneta,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3870,Elcano,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3873,Moctezuma,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3874,Atahualpa,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3875,Túpac Amaru,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
3876,George Stephenson,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3877,James Watt,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
3878,Henry Ford,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
3882,Donatello,Arte,Artista,Alta,Media,Actual,Internacional,false,true
3884,Antonio López,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3885,Maruja Mallo,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3886,Remedios Varo,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3887,José Clemente Orozco,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
3888,David Hockney,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3889,Francis Bacon,Arte,Artista,Media,Difícil,Actual,Internacional,false,true
3890,Lucian Freud,Arte,Artista,Baja,Muy difícil,Actual,Internacional,false,true
