id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,tipo,infantil
3018,Pitbull,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3019,Lana Del Rey,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3020,Gwen Stefani,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3021,Scorpions,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3022,Genesis,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3023,Hey Jude,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3024,Billie Jean,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3025,Purple Rain,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3026,Hotel California,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3027,Wonderwall,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3028,Bailando,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3029,Eres tú,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3030,Entre dos tierras,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3031,Mi gran noche,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3032,Cadillac solitario,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3033,Libre,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3034,Zapatillas,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3035,Colgando en tus manos,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3036,David Silva,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3037,Carlo Ancelotti,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3038,Venus Williams,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3039,Manny Pacquiao,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3040,Mika Häkkinen,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3041,Eddy Merckx,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3042,Valencia CF,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3043,Villarreal CF,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3044,Manchester City,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3045,Bayern de Múnich,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3046,AC Milan,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3047,Ajax,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3048,Brasil,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3049,Francia,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3050,Inglaterra,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3051,Copa del Rey,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3052,NBA,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3053,Roland Garros,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3054,Fórmula 1,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3055,Maratón,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3056,Bota de Oro,Deportes,Deporte,Alta,Difícil,Actual,Evento,Sí
3057,Balón de fútbol,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3058,Podio,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3059,Estadio,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3060,Capitán Trueno,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3061,Donald,Personajes,Personaje,Alta,Media,Actual,Personaje,Sí
3062,Silvestre,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3063,Kirby,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3064,Bilbo Bolsón,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3065,Dumbledore,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3066,Robin,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3067,Rayo McQueen,Música,Música,Alta,Difícil,Actual,Persona,Sí
3068,Remy,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3069,Olaf,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3070,Bella,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3071,Harry el Sucio,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3072,Walter White,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3073,Jon Snow,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3074,Wednesday Addams,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3075,Groot,Personajes,Personaje,Alta,Difícil,Actual,Personaje,Sí
3076,Macbeth,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3077,El conde de Montecristo,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3078,Rapunzel,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3079,El flautista de Hamelín,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3080,Tom Sawyer,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3081,Dr. Jekyll y Mr. Hyde,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3082,Manolito Gafotas,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3083,Los Pitufos,Literatura,Literatura,Alta,Muy difícil,Actual,Obra,No
3084,Rafael,Arte,Arte,Alta,Difícil,Actual,Persona,No
3085,Murillo,Arte,Arte,Alta,Difícil,Actual,Persona,No
3086,Sorolla,Arte,Arte,Alta,Difícil,Actual,Persona,No
3087,Monet,Arte,Arte,Alta,Difícil,Actual,Persona,No
3088,Degas,Arte,Arte,Alta,Difícil,Actual,Persona,No
3089,Kandinsky,Arte,Arte,Alta,Difícil,Actual,Persona,No
3090,Magritte,Arte,Arte,Alta,Difícil,Actual,Persona,No
3091,La joven de la perla,Arte,Arte,Alta,Muy difícil,Actual,Obra,No
3092,Saturno devorando a su hijo,Arte,Arte,Alta,Difícil,Actual,Persona,No
3093,El caballero de la mano en el pecho,Arte,Arte,Alta,Muy difícil,Actual,Obra,No
3094,El beso de Rodin,Arte,Arte,Alta,Muy difícil,Actual,Obra,No
3095,Alfonso X,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3096,John F. Kennedy,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3097,Donald Trump,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3098,Adolf Hitler,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3099,Hipatia,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3100,Américo Vespucio,Historia,Personaje histórico,Alta,Muy difícil,Histórica,Persona,No
3101,Revolución Industrial,Historia,Historia,Alta,Difícil,Histórica,Evento,No
3102,Guerra Civil Española,Historia,Historia,Alta,Difícil,Histórica,Evento,No
3103,Descubrimiento de América,Historia,Historia,Alta,Difícil,Histórica,Evento,No
3104,Edad Media,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3105,Imperio Griego,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3106,Cruzadas,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3107,Tratado de Versalles,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3108,Batalla de Lepanto,Historia,Historia,Alta,Difícil,Histórica,Evento,No
3109,Pompeya,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3110,Coliseo,Historia,Historia,Alta,Difícil,Histórica,Lugar,No
3111,Puerta de Brandeburgo,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3112,Castillo de Neuschwanstein,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3113,Teatro Romano de Mérida,Historia,Historia,Alta,Difícil,Actual,Lugar,No
3114,Córdoba,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3115,San Sebastián,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3116,Murcia,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3117,Lanzarote,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3118,Asturias,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3119,Cataluña,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3120,Castilla-La Mancha,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3121,La Rioja,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3122,Pirineos,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3123,Atlántico,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3124,Himalaya,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3125,Niágara,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3126,Polo Norte,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3127,Washington,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3128,Cancún,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3129,Santiago de Chile,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3130,Milán,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3131,Moscú,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3132,Melbourne,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3133,Bali,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3134,Hawái,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3135,Universal Studios,Lugares,Lugar,Alta,Difícil,Actual,Lugar,Sí
3136,Lluvia,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3137,Glaciar,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3138,Nocilla,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3139,Campofrío,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3140,New Balance,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3141,Marvel,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3142,Atari,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3143,Nokia,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3144,Lamborghini,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3145,Fiat,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3146,Vespa,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3147,Lidl,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3148,X,Marcas,Marca,Alta,Difícil,Actual,Marca,Sí
3149,Super Mario,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3150,Clash of Clans,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3151,Rayman,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3152,Far Cry,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3153,Need for Speed,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3154,Metal Gear Solid,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3155,Diablo,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3156,Fallout,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3157,Super Smash Bros.,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3158,Arkanoid,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3159,Worms,Videojuegos,Videojuego,Alta,Difícil,Actual,Juego,Sí
3160,Perseo,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3161,Vampiro,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3162,Hada,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3163,Elfo,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3164,Orco,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3165,Merlín,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3166,Valquiria,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3167,Viracocha,Mitología,Mitología,Alta,Difícil,Actual,Personaje,No
3168,Cama,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3169,Espejo,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3170,Mochila,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3171,Puerta,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3172,Ascensor,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3173,Cepillo de dientes,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3174,Aspiradora,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3175,Nevera,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3176,Tostadora,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3177,Destornillador,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3178,Pegamento,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3179,Mechero,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3180,Corbata,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3181,Disfraz,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3182,Micrófono,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3183,Batería,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3184,Saxofón,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3185,Maracas,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3186,Cámara de fotos,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3187,Libro,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3188,Carta,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3189,Lápiz,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3190,Cuaderno,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3191,Charlie Chaplin,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3192,Los Hermanos Marx,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3193,Marlon Brando,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3194,Jim Carrey,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3195,Arnold Schwarzenegger,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3196,Keanu Reeves,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3197,Tom Cruise,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3198,Samuel L. Jackson,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3199,Sandra Bullock,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3200,Scarlett Johansson,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3201,Daniel Radcliffe,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3202,Chris Hemsworth,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3203,Pedro Pascal,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3204,José Coronado,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3205,Chiquito de la Calzada,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3206,José Mota,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3207,Arturo Valls,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3208,Carlos Sobera,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3209,Joaquín Prat,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3210,Mercedes Milá,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3211,Eva Soriano,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3212,Leo Harlem,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3213,Marisol,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3214,Concha Velasco,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3215,Reyes Magos,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3216,Semana Santa,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3217,Las Fallas,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3218,San Valentín,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3219,Eurovisión,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3220,Emmy,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3221,Benidorm Fest,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3222,Supervivientes,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3223,Saber y ganar,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3224,La Voz,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3225,Boom,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3226,Cifras y letras,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3227,Paso de cebra,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3228,Metro,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3229,Bomberos,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3230,Colegio,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3231,Museo,Música,Música,Alta,Difícil,Actual,Grupo,Sí
3232,Restaurante,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3233,Panadería,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3234,Parque,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3235,Gimnasio,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3236,Puerto,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3237,Carretera,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3238,Banco,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3239,Fábrica,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3240,Ayuntamiento,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3241,Faro,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3242,Fuente,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3243,Grafiti,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3244,Patinete eléctrico,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3245,Camión de bomberos,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3246,Grúa,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3247,Yate,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3248,Tabla de surf,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3249,Teleférico,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3250,AVE,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3251,Hula hoop,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3252,Puzzle,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3253,Baraja española,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3254,Dados,Cultura,Cultura popular,Alta,Muy difícil,Actual,Concepto,Sí
3255,Grecia Antigua,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3256,Imperio Bizantino,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3257,Imperio Otomano,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3258,Imperio Mongol,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3259,Civilización Maya,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3260,Día D,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3261,Caída del Muro de Berlín,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3262,Hundimiento del Titanic,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3263,Peste Negra,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3264,Esparta,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3265,Woodstock,Historia,Civilizaciones y acontecimientos,Alta,Difícil,Histórica,Evento,No
3266,Big Bang,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3267,Universo,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3268,Planeta,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3269,Trueno,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3270,Relámpago,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3271,Máquina de vapor,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3272,Fotosíntesis,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3273,Calor,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3274,Frío,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3275,Carbono,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3276,Oro,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3277,Plutonio,Ciencia,Conceptos y objetos concretos,Alta,Muy difícil,Actual,Concepto,Sí
3278,Salvador Allende,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3279,Ramsés III,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3280,Constantino,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3281,Carlomagno,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3282,Marco Aurelio,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3283,Aníbal Barca,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3284,Miyamoto Musashi,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3285,Sun Tzu,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3286,Nostradamus,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3287,Florence Nightingale,Historia,Personajes históricos,Alta,Difícil,Histórica,Persona,No
3288,Hedy Lamarr,Ciencia,Científicos e inventores,Alta,Muy difícil,Actual,Persona,Sí
3289,Katherine Johnson,Ciencia,Científicos e inventores,Alta,Muy difícil,Actual,Persona,Sí
3290,Tim Berners-Lee,Ciencia,Científicos e inventores,Alta,Muy difícil,Actual,Persona,Sí
3291,Steve Wozniak,Ciencia,Tecnología,Alta,Muy difícil,Actual,Persona,Sí
3292,Elon Musk,Ciencia,Tecnología,Alta,Muy difícil,Actual,Persona,Sí
3293,Mark Zuckerberg,Ciencia,Tecnología,Alta,Muy difícil,Actual,Persona,Sí
3294,Jeff Bezos,Ciencia,Tecnología,Alta,Muy difícil,Actual,Persona,Sí
3295,Bicicleta,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3296,Sol,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3297,Urano,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3298,Mercurio,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3299,Vía Láctea,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3300,Tsunami,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3301,Velociraptor,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3302,Microscopio,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3303,Inteligencia artificial,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3304,Wi-Fi,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3305,Móvil,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3306,Impresora,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3307,Radio,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3308,Electricidad,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3309,Helicóptero,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3310,Locomotora,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3311,Máquina del tiempo,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3312,Videojuego,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3313,USB,Ciencia,Ciencia y tecnología,Alta,Muy difícil,Actual,Concepto,Sí
3314,Jane Goodall,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3315,Carl Sagan,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3316,Richard Feynman,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3317,Gregor Mendel,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3318,Rosalind Franklin,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3319,Dmitri Mendeléyev,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3320,Niels Bohr,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3321,Erwin Schrödinger,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3322,Werner Heisenberg,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3323,James Clerk Maxwell,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3324,Michael Faraday,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3325,Robert Hooke,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3326,Antoine Lavoisier,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3327,Archimedes,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
3328,Santiago Ramón y Cajal,Ciencia,Personas y descubrimientos,Alta,Muy difícil,Histórica,Persona,Sí
